,지역명,규모구분,연도,월,분양가격(제곱미터)
1223,대전,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2600
1224,대전,전용면적 102제곱미터초과,2016,12,4328
1225,울산,모든면적,2016,12,3260
1226,울산,전용면적 60제곱미터이하,2016,12,2858
1227,울산,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3272
1228,울산,전용면적 85제곱미터초과 102제곱미터이하,2016,12,
1229,울산,전용면적 102제곱미터초과,2016,12,3177
1230,세종,모든면적,2016,12,2705
1231,세종,전용면적 60제곱미터이하,2016,12,2769
1232,세종,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2706
1233,세종,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2676
1234,세종,전용면적 102제곱미터초과,2016,12,2673
1235,강원,모든면적,2016,12,2087
1236,강원,전용면적 60제곱미터이하,2016,12,2085
1237,강원,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2085
1238,강원,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2248
1239,강원,전용면적 102제곱미터초과,2016,12,2247
1240,충북,모든면적,2016,12,2081
1241,충북,전용면적 60제곱미터이하,2016,12,2099
1242,충북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2100
1243,충북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2855
1244,충북,전용면적 102제곱미터초과,2016,12,2362
1245,충남,모든면적,2016,12,2274
1246,충남,전용면적 60제곱미터이하,2016,12,2355
1247,충남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2273
1248,충남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2926
1249,충남,전용면적 102제곱미터초과,2016,12,2685
1250,전북,모든면적,2016,12,2004
1251,전북,전용면적 60제곱미터이하,2016,12,2265
1252,전북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2004
1253,전북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2305
1254,전북,전용면적 102제곱미터초과,2016,12,2321
1255,전남,모든면적,2016,12,2078
1256,전남,전용면적 60제곱미터이하,2016,12,2058
1257,전남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2074
1258,전남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2467
1259,전남,전용면적 102제곱미터초과,2016,12,2319
1260,경북,모든면적,2016,12,2311
1261,경북,전용면적 60제곱미터이하,2016,12,2327
1262,경북,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2314
1263,경북,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2690
1264,경북,전용면적 102제곱미터초과,2016,12,2499
1265,경남,모든면적,2016,12,2388
1266,경남,전용면적 60제곱미터이하,2016,12,2478
1267,경남,전용면적 60제곱미터초과 85제곱미터이하,2016,12,2380
1268,경남,전용면적 85제곱미터초과 102제곱미터이하,2016,12,2872
1269,경남,전용면적 102제곱미터초과,2016,12,2621
1270,제주,모든면적,2016,12,3132
1271,제주,전용면적 60제곱미터이하,2016,12,4091
1272,제주,전용면적 60제곱미터초과 85제곱미터이하,2016,12,3048
1273,제주,전용면적 85제곱미터초과 102제곱미터이하,2016,12,3157
1274,제주,전용면적 102제곱미터초과,2016,12,3082
1275,서울,모든면적,2017,1,6450
1276,서울,전용면적 60제곱미터이하,2017,1,6662
1277,서울,전용면적 60제곱미터초과 85제곱미터이하,2017,1,6500
1278,서울,전용면적 85제곱미터초과 102제곱미터이하,2017,1,7030
1279,서울,전용면적 102제곱미터초과,2017,1,6771
1280,인천,모든면적,2017,1,3132
1281,인천,전용면적 60제곱미터이하,2017,1,3181
1282,인천,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3137
1283,인천,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3275
1284,인천,전용면적 102제곱미터초과,2017,1,4201
1285,경기,모든면적,2017,1,3554
1286,경기,전용면적 60제곱미터이하,2017,1,3609
1287,경기,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3508
1288,경기,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3360
1289,경기,전용면적 102제곱미터초과,2017,1,4229
1290,부산,모든면적,2017,1,3244
1291,부산,전용면적 60제곱미터이하,2017,1,3030
1292,부산,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3240
1293,부산,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3354
1294,부산,전용면적 102제곱미터초과,2017,1,4214
1295,대구,모든면적,2017,1,3121
1296,대구,전용면적 60제곱미터이하,2017,1,3608
1297,대구,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3129
1298,대구,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3045
1299,대구,전용면적 102제곱미터초과,2017,1,5014
1300,광주,모든면적,2017,1,2778
1301,광주,전용면적 60제곱미터이하,2017,1,2557
1302,광주,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2790
1303,광주,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2817
1304,광주,전용면적 102제곱미터초과,2017,1,3273
1305,대전,모든면적,2017,1,2685
1306,대전,전용면적 60제곱미터이하,2017,1,2671
1307,대전,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2660
1308,대전,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2600
1309,대전,전용면적 102제곱미터초과,2017,1,4328
1310,울산,모든면적,2017,1,3260
1311,울산,전용면적 60제곱미터이하,2017,1,2858
1312,울산,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3272
1313,울산,전용면적 85제곱미터초과 102제곱미터이하,2017,1,
1314,울산,전용면적 102제곱미터초과,2017,1,3177
1315,세종,모든면적,2017,1,2705
1316,세종,전용면적 60제곱미터이하,2017,1,2769
1317,세종,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2706
1318,세종,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2676
1319,세종,전용면적 102제곱미터초과,2017,1,2673
1320,강원,모든면적,2017,1,2085
1321,강원,전용면적 60제곱미터이하,2017,1,2084
1322,강원,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2083
1323,강원,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2213
1324,강원,전용면적 102제곱미터초과,2017,1,2246
1325,충북,모든면적,2017,1,2105
1326,충북,전용면적 60제곱미터이하,2017,1,2142
1327,충북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2124
1328,충북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2855
1329,충북,전용면적 102제곱미터초과,2017,1,2362
1330,충남,모든면적,2017,1,2235
1331,충남,전용면적 60제곱미터이하,2017,1,2335
1332,충남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2236
1333,충남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2963
1334,충남,전용면적 102제곱미터초과,2017,1,2679
1335,전북,모든면적,2017,1,2006
1336,전북,전용면적 60제곱미터이하,2017,1,2315
1337,전북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2004
1338,전북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2305
1339,전북,전용면적 102제곱미터초과,2017,1,2321
1340,전남,모든면적,2017,1,2078
1341,전남,전용면적 60제곱미터이하,2017,1,2058
1342,전남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2074
1343,전남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2467
1344,전남,전용면적 102제곱미터초과,2017,1,2319
1345,경북,모든면적,2017,1,2312
1346,경북,전용면적 60제곱미터이하,2017,1,2328
1347,경북,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2315
1348,경북,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2690
1349,경북,전용면적 102제곱미터초과,2017,1,2540
1350,경남,모든면적,2017,1,2390
1351,경남,전용면적 60제곱미터이하,2017,1,2478
1352,경남,전용면적 60제곱미터초과 85제곱미터이하,2017,1,2382
1353,경남,전용면적 85제곱미터초과 102제곱미터이하,2017,1,2872
1354,경남,전용면적 102제곱미터초과,2017,1,2623
1355,제주,모든면적,2017,1,3124
1356,제주,전용면적 60제곱미터이하,2017,1,4091
1357,제주,전용면적 60제곱미터초과 85제곱미터이하,2017,1,3036
1358,제주,전용면적 85제곱미터초과 102제곱미터이하,2017,1,3157
1359,제주,전용면적 102제곱미터초과,2017,1,3082
1360,서울,모든면적,2017,2,6464
1361,서울,전용면적 60제곱미터이하,2017,2,6668
1362,서울,전용면적 60제곱미터초과 85제곱미터이하,2017,2,6522
1363,서울,전용면적 85제곱미터초과 102제곱미터이하,2017,2,6655
1364,서울,전용면적 102제곱미터초과,2017,2,6893
1365,인천,모든면적,2017,2,3167
1366,인천,전용면적 60제곱미터이하,2017,2,3197
1367,인천,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3171
1368,인천,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3275
1369,인천,전용면적 102제곱미터초과,2017,2,4201
1370,경기,모든면적,2017,2,3607
1371,경기,전용면적 60제곱미터이하,2017,2,3652
1372,경기,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3562
1373,경기,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3454
1374,경기,전용면적 102제곱미터초과,2017,2,4296
1375,부산,모든면적,2017,2,3243
1376,부산,전용면적 60제곱미터이하,2017,2,3030
1377,부산,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3239
1378,부산,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3354
1379,부산,전용면적 102제곱미터초과,2017,2,4214
1380,대구,모든면적,2017,2,3158
1381,대구,전용면적 60제곱미터이하,2017,2,3608
1382,대구,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3167
1383,대구,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3045
1384,대구,전용면적 102제곱미터초과,2017,2,5014
1385,광주,모든면적,2017,2,2778
1386,광주,전용면적 60제곱미터이하,2017,2,2557
1387,광주,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2790
1388,광주,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2817
1389,광주,전용면적 102제곱미터초과,2017,2,3273
1390,대전,모든면적,2017,2,2721
1391,대전,전용면적 60제곱미터이하,2017,2,2776
1392,대전,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2681
1393,대전,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2600
1394,대전,전용면적 102제곱미터초과,2017,2,4328
1395,울산,모든면적,2017,2,3263
1396,울산,전용면적 60제곱미터이하,2017,2,2858
1397,울산,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3274
1398,울산,전용면적 85제곱미터초과 102제곱미터이하,2017,2,
1399,울산,전용면적 102제곱미터초과,2017,2,3177
1400,세종,모든면적,2017,2,2705
1401,세종,전용면적 60제곱미터이하,2017,2,2769
1402,세종,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2706
1403,세종,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2676
1404,세종,전용면적 102제곱미터초과,2017,2,2673
1405,강원,모든면적,2017,2,2090
1406,강원,전용면적 60제곱미터이하,2017,2,2082
1407,강원,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2090
1408,강원,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2221
1409,강원,전용면적 102제곱미터초과,2017,2,2251
1410,충북,모든면적,2017,2,2044
1411,충북,전용면적 60제곱미터이하,2017,2,2049
1412,충북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2061
1413,충북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2855
1414,충북,전용면적 102제곱미터초과,2017,2,2358
1415,충남,모든면적,2017,2,2236
1416,충남,전용면적 60제곱미터이하,2017,2,2335
1417,충남,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2238
1418,충남,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2963
1419,충남,전용면적 102제곱미터초과,2017,2,2679
1420,전북,모든면적,2017,2,2009
1421,전북,전용면적 60제곱미터이하,2017,2,2346
1422,전북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,1987
1423,전북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2305
1424,전북,전용면적 102제곱미터초과,2017,2,2300
1425,전남,모든면적,2017,2,2093
1426,전남,전용면적 60제곱미터이하,2017,2,2058
1427,전남,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2096
1428,전남,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2467
1429,전남,전용면적 102제곱미터초과,2017,2,2319
1430,경북,모든면적,2017,2,2307
1431,경북,전용면적 60제곱미터이하,2017,2,2340
1432,경북,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2306
1433,경북,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2690
1434,경북,전용면적 102제곱미터초과,2017,2,2540
1435,경남,모든면적,2017,2,2384
1436,경남,전용면적 60제곱미터이하,2017,2,2575
1437,경남,전용면적 60제곱미터초과 85제곱미터이하,2017,2,2375
1438,경남,전용면적 85제곱미터초과 102제곱미터이하,2017,2,2872
1439,경남,전용면적 102제곱미터초과,2017,2,2716
1440,제주,모든면적,2017,2,3134
1441,제주,전용면적 60제곱미터이하,2017,2,4038
1442,제주,전용면적 60제곱미터초과 85제곱미터이하,2017,2,3042
1443,제주,전용면적 85제곱미터초과 102제곱미터이하,2017,2,3157
1444,제주,전용면적 102제곱미터초과,2017,2,3082
1445,서울,모든면적,2017,3,6370
1446,서울,전용면적 60제곱미터이하,2017,3,6570
1447,서울,전용면적 60제곱미터초과 85제곱미터이하,2017,3,6420
1448,서울,전용면적 85제곱미터초과 102제곱미터이하,2017,3,6457
1449,서울,전용면적 102제곱미터초과,2017,3,6709
1450,인천,모든면적,2017,3,3179
1451,인천,전용면적 60제곱미터이하,2017,3,3268
1452,인천,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3177
1453,인천,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3275
1454,인천,전용면적 102제곱미터초과,2017,3,4201
1455,경기,모든면적,2017,3,3632
1456,경기,전용면적 60제곱미터이하,2017,3,3773
1457,경기,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3585
1458,경기,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3527
1459,경기,전용면적 102제곱미터초과,2017,3,4321
1460,부산,모든면적,2017,3,3290
1461,부산,전용면적 60제곱미터이하,2017,3,3123
1462,부산,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3273
1463,부산,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3354
1464,부산,전용면적 102제곱미터초과,2017,3,3931
1465,대구,모든면적,2017,3,3200
1466,대구,전용면적 60제곱미터이하,2017,3,3848
1467,대구,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3208
1468,대구,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3216
1469,대구,전용면적 102제곱미터초과,2017,3,5014
1470,광주,모든면적,2017,3,2783
1471,광주,전용면적 60제곱미터이하,2017,3,2448
1472,광주,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2798
1473,광주,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2817
1474,광주,전용면적 102제곱미터초과,2017,3,3273
1475,대전,모든면적,2017,3,2721
1476,대전,전용면적 60제곱미터이하,2017,3,2776
1477,대전,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2681
1478,대전,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2600
1479,대전,전용면적 102제곱미터초과,2017,3,4328
1480,울산,모든면적,2017,3,3263
1481,울산,전용면적 60제곱미터이하,2017,3,2858
1482,울산,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3274
1483,울산,전용면적 85제곱미터초과 102제곱미터이하,2017,3,
1484,울산,전용면적 102제곱미터초과,2017,3,3177
1485,세종,모든면적,2017,3,2705
1486,세종,전용면적 60제곱미터이하,2017,3,2769
1487,세종,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2706
1488,세종,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2676
1489,세종,전용면적 102제곱미터초과,2017,3,2673
1490,강원,모든면적,2017,3,2068
1491,강원,전용면적 60제곱미터이하,2017,3,2072
1492,강원,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2070
1493,강원,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2221
1494,강원,전용면적 102제곱미터초과,2017,3,2251
1495,충북,모든면적,2017,3,1976
1496,충북,전용면적 60제곱미터이하,2017,3,2155
1497,충북,전용면적 60제곱미터초과 85제곱미터이하,2017,3,1983
1498,충북,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2855
1499,충북,전용면적 102제곱미터초과,2017,3,2358
1500,충남,모든면적,2017,3,2237
1501,충남,전용면적 60제곱미터이하,2017,3,2335
1502,충남,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2239
1503,충남,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2963
1504,충남,전용면적 102제곱미터초과,2017,3,2679
1505,전북,모든면적,2017,3,2044
1506,전북,전용면적 60제곱미터이하,2017,3,2350
1507,전북,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2040
1508,전북,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2321
1509,전북,전용면적 102제곱미터초과,2017,3,2315
1510,전남,모든면적,2017,3,2090
1511,전남,전용면적 60제곱미터이하,2017,3,2151
1512,전남,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2094
1513,전남,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2379
1514,전남,전용면적 102제곱미터초과,2017,3,2307
1515,경북,모든면적,2017,3,2291
1516,경북,전용면적 60제곱미터이하,2017,3,2342
1517,경북,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2286
1518,경북,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2690
1519,경북,전용면적 102제곱미터초과,2017,3,2606
1520,경남,모든면적,2017,3,2407
1521,경남,전용면적 60제곱미터이하,2017,3,2520
1522,경남,전용면적 60제곱미터초과 85제곱미터이하,2017,3,2397
1523,경남,전용면적 85제곱미터초과 102제곱미터이하,2017,3,2872
1524,경남,전용면적 102제곱미터초과,2017,3,2657
1525,제주,모든면적,2017,3,3097
1526,제주,전용면적 60제곱미터이하,2017,3,4038
1527,제주,전용면적 60제곱미터초과 85제곱미터이하,2017,3,3038
1528,제주,전용면적 85제곱미터초과 102제곱미터이하,2017,3,3157
1529,제주,전용면적 102제곱미터초과,2017,3,3082
1530,서울,모든면적,2017,4,6366
1531,서울,전용면적 60제곱미터이하,2017,4,6570
1532,서울,전용면적 60제곱미터초과 85제곱미터이하,2017,4,6414
1533,서울,전용면적 85제곱미터초과 102제곱미터이하,2017,4,6457
1534,서울,전용면적 102제곱미터초과,2017,4,6712
1535,인천,모든면적,2017,4,3179
1536,인천,전용면적 60제곱미터이하,2017,4,3268
1537,인천,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3177
1538,인천,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3275
1539,인천,전용면적 102제곱미터초과,2017,4,4201
1540,경기,모든면적,2017,4,3604
1541,경기,전용면적 60제곱미터이하,2017,4,3812
1542,경기,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3552
1543,경기,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3608
1544,경기,전용면적 102제곱미터초과,2017,4,4273
1545,부산,모든면적,2017,4,3289
1546,부산,전용면적 60제곱미터이하,2017,4,3089
1547,부산,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3307
1548,부산,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3354
1549,부산,전용면적 102제곱미터초과,2017,4,3931
1550,대구,모든면적,2017,4,3179
1551,대구,전용면적 60제곱미터이하,2017,4,3848
1552,대구,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3182
1553,대구,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3216
1554,대구,전용면적 102제곱미터초과,2017,4,4712
1555,광주,모든면적,2017,4,2854
1556,광주,전용면적 60제곱미터이하,2017,4,2448
1557,광주,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2852
1558,광주,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2880
1559,광주,전용면적 102제곱미터초과,2017,4,3358
1560,대전,모든면적,2017,4,2739
1561,대전,전용면적 60제곱미터이하,2017,4,2849
1562,대전,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2685
1563,대전,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2600
1564,대전,전용면적 102제곱미터초과,2017,4,4328
1565,울산,모든면적,2017,4,3578
1566,울산,전용면적 60제곱미터이하,2017,4,2904
1567,울산,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3591
1568,울산,전용면적 85제곱미터초과 102제곱미터이하,2017,4,
1569,울산,전용면적 102제곱미터초과,2017,4,3137
1570,세종,모든면적,2017,4,2729
1571,세종,전용면적 60제곱미터이하,2017,4,2769
1572,세종,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2698
1573,세종,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2787
1574,세종,전용면적 102제곱미터초과,2017,4,2713
1575,강원,모든면적,2017,4,2068
1576,강원,전용면적 60제곱미터이하,2017,4,2072
1577,강원,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2070
1578,강원,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2221
1579,강원,전용면적 102제곱미터초과,2017,4,2251
1580,충북,모든면적,2017,4,2040
1581,충북,전용면적 60제곱미터이하,2017,4,2155
1582,충북,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2045
1583,충북,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2563
1584,충북,전용면적 102제곱미터초과,2017,4,2333
1585,충남,모든면적,2017,4,2221
1586,충남,전용면적 60제곱미터이하,2017,4,2330
1587,충남,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2228
1588,충남,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2963
1589,충남,전용면적 102제곱미터초과,2017,4,2758
1590,전북,모든면적,2017,4,2105
1591,전북,전용면적 60제곱미터이하,2017,4,2350
1592,전북,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2101
1593,전북,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2321
1594,전북,전용면적 102제곱미터초과,2017,4,2315
1595,전남,모든면적,2017,4,2106
1596,전남,전용면적 60제곱미터이하,2017,4,2151
1597,전남,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2110
1598,전남,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2379
1599,전남,전용면적 102제곱미터초과,2017,4,2307
1600,경북,모든면적,2017,4,2318
1601,경북,전용면적 60제곱미터이하,2017,4,2390
1602,경북,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2307
1603,경북,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2690
1604,경북,전용면적 102제곱미터초과,2017,4,2606
1605,경남,모든면적,2017,4,2401
1606,경남,전용면적 60제곱미터이하,2017,4,2554
1607,경남,전용면적 60제곱미터초과 85제곱미터이하,2017,4,2391
1608,경남,전용면적 85제곱미터초과 102제곱미터이하,2017,4,2872
1609,경남,전용면적 102제곱미터초과,2017,4,2659
1610,제주,모든면적,2017,4,3323
1611,제주,전용면적 60제곱미터이하,2017,4,4630
1612,제주,전용면적 60제곱미터초과 85제곱미터이하,2017,4,3196
1613,제주,전용면적 85제곱미터초과 102제곱미터이하,2017,4,3271
1614,제주,전용면적 102제곱미터초과,2017,4,3830
1615,서울,모든면적,2017,5,6400
1616,서울,전용면적 60제곱미터이하,2017,5,6592
1617,서울,전용면적 60제곱미터초과 85제곱미터이하,2017,5,6461
1618,서울,전용면적 85제곱미터초과 102제곱미터이하,2017,5,6408
1619,서울,전용면적 102제곱미터초과,2017,5,6675
1620,인천,모든면적,2017,5,3291
1621,인천,전용면적 60제곱미터이하,2017,5,3268
1622,인천,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3290
1623,인천,전용면적 85제곱미터초과 102제곱미터이하,2017,5,3392
1624,인천,전용면적 102제곱미터초과,2017,5,4256
1625,경기,모든면적,2017,5,3474
1626,경기,전용면적 60제곱미터이하,2017,5,3628
1627,경기,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3462
1628,경기,전용면적 85제곱미터초과 102제곱미터이하,2017,5,3591
1629,경기,전용면적 102제곱미터초과,2017,5,4045
1630,부산,모든면적,2017,5,3549
1631,부산,전용면적 60제곱미터이하,2017,5,3136
1632,부산,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3626
1633,부산,전용면적 85제곱미터초과 102제곱미터이하,2017,5,3013
1634,부산,전용면적 102제곱미터초과,2017,5,3928
1635,대구,모든면적,2017,5,3179
1636,대구,전용면적 60제곱미터이하,2017,5,3848
1637,대구,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3182
1638,대구,전용면적 85제곱미터초과 102제곱미터이하,2017,5,3216
1639,대구,전용면적 102제곱미터초과,2017,5,4712
1640,광주,모든면적,2017,5,2890
1641,광주,전용면적 60제곱미터이하,2017,5,
1642,광주,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2877
1643,광주,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2880
1644,광주,전용면적 102제곱미터초과,2017,5,3358
1645,대전,모든면적,2017,5,2739
1646,대전,전용면적 60제곱미터이하,2017,5,2849
1647,대전,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2685
1648,대전,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2600
1649,대전,전용면적 102제곱미터초과,2017,5,4328
1650,울산,모든면적,2017,5,3578
1651,울산,전용면적 60제곱미터이하,2017,5,2904
1652,울산,전용면적 60제곱미터초과 85제곱미터이하,2017,5,3591
1653,울산,전용면적 85제곱미터초과 102제곱미터이하,2017,5,
1654,울산,전용면적 102제곱미터초과,2017,5,3137
1655,세종,모든면적,2017,5,2729
1656,세종,전용면적 60제곱미터이하,2017,5,2769
1657,세종,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2698
1658,세종,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2787
1659,세종,전용면적 102제곱미터초과,2017,5,2713
1660,강원,모든면적,2017,5,2084
1661,강원,전용면적 60제곱미터이하,2017,5,2096
1662,강원,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2084
1663,강원,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2221
1664,강원,전용면적 102제곱미터초과,2017,5,2282
1665,충북,모든면적,2017,5,2050
1666,충북,전용면적 60제곱미터이하,2017,5,2162
1667,충북,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2048
1668,충북,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2563
1669,충북,전용면적 102제곱미터초과,2017,5,2564
1670,충남,모든면적,2017,5,2222
1671,충남,전용면적 60제곱미터이하,2017,5,2327
1672,충남,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2229
1673,충남,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2963
1674,충남,전용면적 102제곱미터초과,2017,5,2758
1675,전북,모든면적,2017,5,2130
1676,전북,전용면적 60제곱미터이하,2017,5,2322
1677,전북,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2127
1678,전북,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2321
1679,전북,전용면적 102제곱미터초과,2017,5,2373
1680,전남,모든면적,2017,5,2165
1681,전남,전용면적 60제곱미터이하,2017,5,2151
1682,전남,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2169
1683,전남,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2379
1684,전남,전용면적 102제곱미터초과,2017,5,2307
1685,경북,모든면적,2017,5,2363
1686,경북,전용면적 60제곱미터이하,2017,5,2390
1687,경북,전용면적 60제곱미터초과 85제곱미터이하,2017,5,2358
1688,경북,전용면적 85제곱미터초과 102제곱미터이하,2017,5,2690
1689,경북,전용면적 102제곱미터초과,2017,5,2667
1690,경남,모든면적,2017,5,2418
1691,경남,전용면적 60제곱미터이하,2017,5,2534
